topic,argument,key_point,stance,label,argument_vi
We should ban cosmetic surgery,"cosmetic surgery helps correct facial defects in children, giving them the chance at a normal life.","cosmetic surgery is safe, and can help people.",-1,0,"Phẫu thuật thẩm mỹ giúp chỉnh sửa các khuyết điểm trên khuôn mặt trẻ em, cho các em cơ hội có một cuộc sống bình thường."
We should ban cosmetic surgery,"cosmetic surgery helps patients who have been burned by fires, etc.","cosmetic surgery is safe, and can help people.",-1,0,Phẫu thuật thẩm mỹ hỗ trợ điều trị cho những bệnh nhân bị bỏng do hỏa hoạn hoặc các tai nạn khác.
We should ban cosmetic surgery,"cosmetic surgery is  putting people's lives at risk, so we should really ban it",cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ đang đặt tính mạng con người vào vòng nguy hiểm, nên chúng ta cần phải cấm nó."
We should ban cosmetic surgery,"cosmetic surgery is a decision that a doctor and a patient makes, and we should not infringe on their choice.","cosmetic surgery is safe, and can help people.",-1,0,"Phẫu thuật thẩm mỹ là quyết định giữa bác sĩ và bệnh nhân, chúng ta không nên can thiệp vào quyền lựa chọn của họ."
We should ban cosmetic surgery,"cosmetic surgery is a harmful, invasive and unnecessary procedure that in the future will be looked upon as a barbaric practice, the way we look back at victorian medical procedures.",cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ là một thủ thuật gây hại, xâm lấn và không cần thiết. Trong tương lai, người ta sẽ nhìn nhận nó như một hủ tục lạc hậu, giống như cách chúng ta nhìn lại các phương pháp y tế thời Victoria vậy."
We should ban cosmetic surgery,cosmetic surgery is addictive and leads to some people turning their otherwise healthy bodies into sickly silicone wrecks.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ gây nghiện, khiến không ít người biến cơ thể vốn dĩ khỏe mạnh của mình thành những 'thảm họa' silicone đáng sợ."
We should ban cosmetic surgery,cosmetic surgery is costly and if not done right can cause physical damages to the patient.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ vừa tốn kém, lại vừa tiềm ẩn rủi ro gây tổn thương cơ thể nếu không được thực hiện đúng cách."
We should ban cosmetic surgery,cosmetic surgery is dangerous and addictive,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ là một thủ thuật nguy hiểm và dễ gây nghiện.
We should ban cosmetic surgery,cosmetic surgery is dangerous and has killed people in the past.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ rất nguy hiểm và thực tế đã từng gây ra nhiều ca tử vong trong quá khứ.
We should ban cosmetic surgery,cosmetic surgery is dangerous and kills people every year.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ rất nguy hiểm và vẫn cướp đi sinh mạng của nhiều người mỗi năm.
We should ban cosmetic surgery,cosmetic surgery is dangerous and should be banned.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ tiềm ẩn quá nhiều rủi ro, cần phải bị cấm."
We should ban cosmetic surgery,cosmetic surgery is dangerous and turns out bad for the patient more often than not. this leaves them in worse shape than they were before the surgery.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ rất nguy hiểm và thường để lại kết quả không như ý. Hậu quả là bệnh nhân còn rơi vào tình trạng tồi tệ hơn cả trước khi phẫu thuật.
We should ban cosmetic surgery,"cosmetic surgery is expensive, a waste of resources, and gives people, especially young women, an impossible standard to live up to.",cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,1,"Phẫu thuật thẩm mỹ quá đắt đỏ, gây lãng phí nguồn lực và tạo ra những tiêu chuẩn ngoại hình bất khả thi cho mọi người, đặc biệt là phụ nữ trẻ."
We should ban cosmetic surgery,cosmetic surgery is full of scam procedures that do nothing for the patient except drain their bank accounts.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ đầy rẫy những chiêu trò lừa đảo, chẳng mang lại lợi ích gì cho bệnh nhân ngoài việc khiến túi tiền của họ vơi đi."
We should ban cosmetic surgery,cosmetic surgery is helpful to those who have been disfigured due to injury regain their confidence by removing scars and improving the look of their damaged skin.,"cosmetic surgery is safe, and can help people.",-1,0,Phẫu thuật thẩm mỹ thực sự giúp những người bị biến dạng do chấn thương lấy lại sự tự tin bằng cách xóa bỏ sẹo và cải thiện vùng da bị tổn thương.
We should ban cosmetic surgery,"cosmetic surgery is known to be risky and detrimental to everybody in the long-term, particularly those that have a number of treatment",cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ vốn tiềm ẩn nhiều rủi ro và gây hại về lâu dài cho bất kỳ ai, đặc biệt là những người thực hiện can thiệp quá nhiều lần."
We should ban cosmetic surgery,cosmetic surgery is often abused and used for selfish unreasonable motives,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,"Phẫu thuật thẩm mỹ thường bị lạm dụng và thực hiện vì những mục đích ích kỷ, phi lý."
We should ban cosmetic surgery,cosmetic surgery is taking unnecessary risks.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ là một kiểu đánh cược với rủi ro không đáng có.
We should ban cosmetic surgery,cosmetic surgery is too dangerous and people should be who they are,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ quá nguy hiểm và con người nên chấp nhận con người thật của chính mình.
We should ban cosmetic surgery,cosmetic surgery is too risky and unnecessary. it isn't needed to improve a health outcome therefore making it too risky for something completely unnecessary.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ quá rủi ro và không cần thiết. Vì nó không mang lại lợi ích sức khỏe nào đáng kể nên việc đánh đổi rủi ro cho một thứ không cần thiết là quá phi lý.
We should ban cosmetic surgery,cosmetic surgery is unnecessary and dangerous.,cosmetic surgery encourages the focus on appearance and unattainable beauty norms,1,0,Phẫu thuật thẩm mỹ là thứ không cần thiết và nguy hiểm.
