config,source_article,logical_fallacies,text_vi
edu,"The research and reasoning that supposedly supports (or that supposedly discredits) this intervention are a joke. The researchers are people who are not methodologically sophisticated and there have been rumors--I have no idea whether they're true or not--that they faked some of the data. The advocates (or opponents) of this intervention are the worst kind of sloppy thinkers. They are fanatical adherents who already have their minds made up; they've become true believers in their cause. They make arguments only a stupid person would accept, and mistakes in reasoning that would make an undergrad psych major blush. These are not the kind of people who deserve to be taken seriously.",ad hominem,"Các nghiên cứu và lập luận hỗ trợ (hoặc bác bỏ) can thiệp này đều là trò cười. Những nhà nghiên cứu đó thiếu trình độ về phương pháp luận, và còn có tin đồn--tôi không rõ thực hư--rằng họ đã làm giả dữ liệu. Những người ủng hộ (hoặc phản đối) can thiệp này là kiểu tư duy cẩu thả nhất. Họ là những kẻ cuồng tín, đầu óc đóng kín; họ đã trở thành tín đồ mù quáng cho lý tưởng của mình. Họ đưa ra những lập luận mà chỉ kẻ ngốc mới tin, cùng những sai lầm trong suy luận khiến sinh viên tâm lý năm nhất cũng phải đỏ mặt. Đây không phải kiểu người đáng để chúng ta bận tâm."
edu,It occurs when someone makes an appeal to emotion of pity instead of addressing the argument.,appeal to emotion,Đây là trường hợp khi một người lợi dụng cảm xúc thương hại thay vì tập trung giải quyết vấn đề chính.
edu,"Person 1: Bicycle infrastructure should be expanded because cycling is a sustainable mode of transportation. 
Person 2: We should not build bike lanes because cyclists run red lights and endanger pedestrians.",fallacy of extension,Người 1: Nên mở rộng cơ sở hạ tầng xe đạp vì đạp xe là phương thức di chuyển bền vững. Người 2: Chúng ta không nên làm làn đường cho xe đạp vì người đi xe đạp hay vượt đèn đỏ và gây nguy hiểm cho người đi bộ.
edu,A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.,appeal to emotion,Một đoạn quảng cáo chiếu hình ảnh những đứa trẻ đói khổ ở châu Phi để kêu gọi quyên góp thực phẩm và nước sạch cho những người đang cần.
edu,"J: Cats are better than dogs.
V: Dogs are better.
J: You are a lazy person. You won't even be able to take care of a dog.",ad hominem,"J: Mèo tốt hơn chó.
V: Chó tốt hơn.
J: Bạn là một kẻ lười biếng. Bạn thậm chí còn chẳng chăm nổi một con chó đâu."
edu,1. “iPhones are the best smartphones on the market because Apple makes the best smartphones.”,circular reasoning,1. “iPhone là điện thoại thông minh tốt nhất trên thị trường vì Apple tạo ra những chiếc điện thoại thông minh tốt nhất.”
edu,"My neighbor told me that the position of the sun, moon, and stars decide our personalities. I believe her because she is a famous violin player.",fallacy of credibility,"Hàng xóm của tôi bảo rằng vị trí của mặt trời, mặt trăng và các ngôi sao quyết định tính cách của chúng ta. Tôi tin cô ấy vì cô ấy là một nghệ sĩ vĩ cầm nổi tiếng."
edu,"Steve: In Sweden, college is free for citizens. How come we can't do that here?

Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!",ad hominem,"Steve: Ở Thụy Điển, công dân được học đại học miễn phí. Tại sao chúng ta không thể làm như vậy ở đây?

Ed: Nếu cậu thích Thụy Điển đến thế thì chuyển sang đó mà sống đi. Nước Mỹ sẽ rất vui khi tống khứ được cái loại người theo phe tự do như cậu!"
edu,"Senator: I will vote to increase the defense budget.

Public: Why don't you care about education?",fallacy of extension,"Thượng nghị sĩ: Tôi sẽ bỏ phiếu tăng ngân sách quốc phòng.

Công chúng: Tại sao ông lại không quan tâm đến giáo dục?"
edu,Delores is a big supporter for equal pay for equal work.  This is the same policy that all those extreme feminist groups support.  Extremists like Delores should not be taken seriously -- at least politically.,faulty generalization,Delores là một người ủng hộ nhiệt thành cho việc trả lương bình đẳng cho công việc ngang nhau. Đây cũng chính là chính sách mà tất cả các nhóm nữ quyền cực đoan đó ủng hộ. Những kẻ cực đoan như Delores thì không nên được coi trọng - ít nhất là trong chính trị.
edu,I've had bad luck for so long that I'm bound to have good luck now.,false causality,Tôi đã gặp vận xui quá lâu rồi nên chắc chắn sắp tới tôi phải gặp vận may thôi.
edu,"""Everyone who likes pizza likes pepperoni"" is an example of",faulty generalization,"""Mọi người thích pizza đều thích pepperoni"" là một ví dụ của"
edu,"If you don’t go to the party, then your friends will have fun without you. If your friends have fun without you, then they will stop inviting you to fun things. If your friends stop inviting you to fun things, you will have no social life. Therefore, if you don’t go to this party, then you will have no social life.",faulty generalization,"Nếu cậu không đi dự tiệc, bạn bè của cậu sẽ vui chơi mà không có cậu. Nếu bạn bè vui chơi mà không có cậu, họ sẽ ngừng rủ cậu đi chơi. Nếu họ ngừng rủ cậu, cậu sẽ chẳng còn đời sống xã hội nào nữa. Do đó, nếu không đi dự tiệc, cậu sẽ chẳng có đời sống xã hội nào cả."
edu,"When your parent asks you why you have a bad grade in math class, and you answer, ""All teachers are the enemy!""",fallacy of relevance,"Khi cha mẹ hỏi tại sao con bị điểm kém môn toán, và bạn đáp: ""Tất cả giáo viên đều là kẻ thù!"""
edu,"""My roommate said her philosophy class was hard, and the one I'm in is hard, too. All philosophy classes must be hard!”",faulty generalization,"Bạn cùng phòng mình bảo lớp triết học của cô ấy khó, mà lớp mình đang học cũng khó thật. Chắc chắn tất cả các lớp triết học đều khó rồi!"
edu,"No animals are insects.
No insects are dogs.
Therefore, no dogs are animals.",fallacy of logic,"Không loài vật nào là côn trùng. Không loài côn trùng nào là chó. Vậy nên, không con chó nào là loài vật cả."
edu,"Claim: You can't give me a C in this course...
Reason: ... Because I am an A student.
Warrant: An A student is someone who can't receive Cs.",circular reasoning,Luận điểm: Thầy không thể cho em điểm C được... Lý do: ... Vì em là sinh viên loại A. Cơ sở: Sinh viên loại A là người không bao giờ nhận điểm C.
edu,an attempt to persuade the reader/audience based on feelings or emotions; emotional response,appeal to emotion,một nỗ lực thuyết phục người đọc/khán giả dựa trên cảm xúc hoặc tình cảm; phản ứng mang tính cảm tính
edu,"The economy continues to grow as the number of ""likes"" on my Instagram account continue to increase. Clearly, the two are linked.",false causality,"Nền kinh tế tiếp tục tăng trưởng tỉ lệ thuận với số lượt ""thả tim"" trên Instagram của mình. Rõ ràng là hai thứ này có liên quan đến nhau."
edu,"All teachers drink coffee and teachers are people; therefore, all people drink coffee.",faulty generalization,"Tất cả giáo viên đều uống cà phê và giáo viên là con người; vậy nên, tất cả mọi người đều uống cà phê."
edu,Parents today would rather their kids suppress their identity rather than just be who they are even if it doesn't go with the norm.,faulty generalization,Cha mẹ ngày nay thà bắt con cái kìm nén bản sắc còn hơn là để chúng được là chính mình nếu điều đó không đi theo số đông.
edu,"Charlie: Illegal posting and sharing of songs online is crippling the music industry.

Bob: You couldn’t be more wrong; the music industry is doing just fine. I can’t believe you think the government should be allowed to regulate what I share with my “friends.” No one wants a world where I can’t loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of extension,"Charlie: Việc đăng tải và chia sẻ nhạc bất hợp pháp trên mạng đang làm kiệt quệ ngành công nghiệp âm nhạc. Bob: Bạn sai hoàn toàn rồi; ngành âm nhạc vẫn đang rất ổn. Tôi không thể tin là bạn lại nghĩ chính phủ nên được phép quản lý những gì tôi chia sẻ với ""bạn bè"" của mình. Chẳng ai muốn một thế giới mà tôi không thể cho bạn gái mượn sách, cho bạn cùng phòng mượn iPod, hay chia sẻ một cái meme hài hước với những người theo dõi blog của tôi cả."
edu,"""I can't trust that doctor's advice on how to raise my child. He has never been a mother.
This is an example of",ad hominem,Tôi không thể tin vào lời khuyên của bác sĩ đó về việc nuôi dạy con cái. Ông ấy chưa bao giờ làm mẹ. Đây là ví dụ về
edu,"in response to the claim that ""Eating fast food is unhealthy"": “But I saw you eat a burger and fries for lunch only a few hours ago!""",ad hominem,"đáp lại luận điểm ""Ăn đồ ăn nhanh không tốt cho sức khỏe"": ""Nhưng tôi vừa thấy bạn ăn burger và khoai tây chiên vào bữa trưa cách đây vài tiếng đấy thôi!"""
edu,"Every time I wash my car, it rains the next day. My car washing definitely affects the weather.",false causality,Cứ mỗi lần tôi rửa xe là hôm sau trời lại đổ mưa. Việc tôi rửa xe chắc chắn là nguyên nhân ảnh hưởng đến thời tiết rồi.
